Date,pharm_classes,Actual_Rx
2023-08-13,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-13,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-08-13,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-13,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-08-13,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-13,"Insulin Analog, Insulin",7
2023-08-13,"Macrolide Antimicrobial, Macrolides",6
2023-08-13,"Penicillin-class Antibacterial, Penicillins",22
2023-08-13,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-08-13,"Thyroxine, l-Thyroxine",8
2023-08-14,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",23
2023-08-14,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",7
2023-08-14,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-08-14,"Biguanide, Biguanides",10
2023-08-14,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-08-14,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-08-14,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",13
2023-08-14,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-14,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-08-14,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-08-14,"Insulin Analog, Insulin",15
2023-08-14,"Macrolide Antimicrobial, Macrolides",5
2023-08-14,"Penicillin-class Antibacterial, Penicillins",13
2023-08-14,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-14,"Thyroxine, l-Thyroxine",10
2023-08-15,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-08-15,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-15,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-08-15,"Biguanide, Biguanides",18
2023-08-15,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-08-15,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-15,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-08-15,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-08-15,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-08-15,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2023-08-15,"Insulin Analog, Insulin",8
2023-08-15,"Macrolide Antimicrobial, Macrolides",9
2023-08-15,"Penicillin-class Antibacterial, Penicillins",26
2023-08-15,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",4
2023-08-15,"Thyroxine, l-Thyroxine",9
2023-08-16,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-08-16,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-16,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-08-16,"Biguanide, Biguanides",11
2023-08-16,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-08-16,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-08-16,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-08-16,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",13
2023-08-16,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-16,"Increased Diuresis, Thiazide Diuretic, Thiazides",6
2023-08-16,"Insulin Analog, Insulin",16
2023-08-16,"Macrolide Antimicrobial, Macrolides",6
2023-08-16,"Penicillin-class Antibacterial, Penicillins",26
2023-08-16,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-16,"Thyroxine, l-Thyroxine",10
2023-08-17,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-08-17,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",7
2023-08-17,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-17,"Biguanide, Biguanides",11
2023-08-17,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2023-08-17,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",8
2023-08-17,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-08-17,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-17,"Increased Diuresis at Loop of Henle, Loop Diuretic",12
2023-08-17,"Increased Diuresis, Thiazide Diuretic, Thiazides",18
2023-08-17,"Insulin Analog, Insulin",14
2023-08-17,"Macrolide Antimicrobial, Macrolides",7
2023-08-17,"Penicillin-class Antibacterial, Penicillins",18
2023-08-17,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-17,"Thyroxine, l-Thyroxine",12
2023-08-18,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-08-18,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",17
2023-08-18,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-08-18,"Biguanide, Biguanides",11
2023-08-18,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",18
2023-08-18,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-18,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",6
2023-08-18,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-18,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-18,"Increased Diuresis, Thiazide Diuretic, Thiazides",7
2023-08-18,"Insulin Analog, Insulin",13
2023-08-18,"Macrolide Antimicrobial, Macrolides",8
2023-08-18,"Penicillin-class Antibacterial, Penicillins",26
2023-08-18,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-08-18,"Thyroxine, l-Thyroxine",13
2023-08-19,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-08-19,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-19,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-19,"Biguanide, Biguanides",6
2023-08-19,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-08-19,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-08-19,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",6
2023-08-19,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-19,"Increased Diuresis at Loop of Henle, Loop Diuretic",5
2023-08-19,"Increased Diuresis, Thiazide Diuretic, Thiazides",13
2023-08-19,"Insulin Analog, Insulin",9
2023-08-19,"Macrolide Antimicrobial, Macrolides",5
2023-08-19,"Penicillin-class Antibacterial, Penicillins",17
2023-08-19,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-19,"Thyroxine, l-Thyroxine",11
2023-08-20,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-08-20,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",12
2023-08-20,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-20,"Biguanide, Biguanides",9
2023-08-20,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",15
2023-08-20,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-20,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",10
2023-08-20,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-20,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-20,"Increased Diuresis, Thiazide Diuretic, Thiazides",12
2023-08-20,"Insulin Analog, Insulin",5
2023-08-20,"Macrolide Antimicrobial, Macrolides",14
2023-08-20,"Penicillin-class Antibacterial, Penicillins",21
2023-08-20,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-20,"Thyroxine, l-Thyroxine",13
2023-08-21,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-08-21,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",19
2023-08-21,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",9
2023-08-21,"Biguanide, Biguanides",11
2023-08-21,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",8
2023-08-21,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",10
2023-08-21,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-08-21,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-08-21,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-08-21,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-08-21,"Insulin Analog, Insulin",9
2023-08-21,"Macrolide Antimicrobial, Macrolides",3
2023-08-21,"Penicillin-class Antibacterial, Penicillins",15
2023-08-21,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",5
2023-08-21,"Thyroxine, l-Thyroxine",11
2023-08-22,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",24
2023-08-22,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-08-22,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",2
2023-08-22,"Biguanide, Biguanides",15
2023-08-22,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",9
2023-08-22,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",16
2023-08-22,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-08-22,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-22,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-22,"Increased Diuresis, Thiazide Diuretic, Thiazides",14
2023-08-22,"Insulin Analog, Insulin",9
2023-08-22,"Macrolide Antimicrobial, Macrolides",8
2023-08-22,"Penicillin-class Antibacterial, Penicillins",23
2023-08-22,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",7
2023-08-22,"Thyroxine, l-Thyroxine",10
2023-08-23,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-08-23,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",7
2023-08-23,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",7
2023-08-23,"Biguanide, Biguanides",14
2023-08-23,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",16
2023-08-23,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-23,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",11
2023-08-23,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-23,"Increased Diuresis at Loop of Henle, Loop Diuretic",11
2023-08-23,"Increased Diuresis, Thiazide Diuretic, Thiazides",15
2023-08-23,"Insulin Analog, Insulin",6
2023-08-23,"Macrolide Antimicrobial, Macrolides",5
2023-08-23,"Penicillin-class Antibacterial, Penicillins",19
2023-08-23,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-23,"Thyroxine, l-Thyroxine",7
2023-08-24,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-08-24,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",14
2023-08-24,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",13
2023-08-24,"Biguanide, Biguanides",18
2023-08-24,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2023-08-24,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-24,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-08-24,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-24,"Increased Diuresis at Loop of Henle, Loop Diuretic",6
2023-08-24,"Increased Diuresis, Thiazide Diuretic, Thiazides",8
2023-08-24,"Insulin Analog, Insulin",6
2023-08-24,"Macrolide Antimicrobial, Macrolides",4
2023-08-24,"Penicillin-class Antibacterial, Penicillins",24
2023-08-24,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-24,"Thyroxine, l-Thyroxine",11
2023-08-25,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",14
2023-08-25,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",8
2023-08-25,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",4
2023-08-25,"Biguanide, Biguanides",11
2023-08-25,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-08-25,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",13
2023-08-25,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",9
2023-08-25,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-25,"Increased Diuresis at Loop of Henle, Loop Diuretic",9
2023-08-25,"Increased Diuresis, Thiazide Diuretic, Thiazides",13
2023-08-25,"Insulin Analog, Insulin",9
2023-08-25,"Macrolide Antimicrobial, Macrolides",5
2023-08-25,"Penicillin-class Antibacterial, Penicillins",18
2023-08-25,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",10
2023-08-25,"Thyroxine, l-Thyroxine",12
2023-08-26,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",16
2023-08-26,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-08-26,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-08-26,"Biguanide, Biguanides",14
2023-08-26,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",13
2023-08-26,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",11
2023-08-26,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",7
2023-08-26,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-08-26,"Increased Diuresis at Loop of Henle, Loop Diuretic",8
2023-08-26,"Increased Diuresis, Thiazide Diuretic, Thiazides",10
2023-08-26,"Insulin Analog, Insulin",7
2023-08-26,"Macrolide Antimicrobial, Macrolides",5
2023-08-26,"Penicillin-class Antibacterial, Penicillins",19
2023-08-26,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",8
2023-08-26,"Thyroxine, l-Thyroxine",13
2023-08-27,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",17
2023-08-27,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-27,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",5
2023-08-27,"Biguanide, Biguanides",10
2023-08-27,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-08-27,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",9
2023-08-27,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",8
2023-08-27,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",13
2023-08-27,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-08-27,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2023-08-27,"Insulin Analog, Insulin",6
2023-08-27,"Macrolide Antimicrobial, Macrolides",6
2023-08-27,"Penicillin-class Antibacterial, Penicillins",22
2023-08-27,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-27,"Thyroxine, l-Thyroxine",15
2023-08-28,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",21
2023-08-28,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",10
2023-08-28,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",12
2023-08-28,"Biguanide, Biguanides",15
2023-08-28,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",12
2023-08-28,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",15
2023-08-28,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",4
2023-08-28,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-28,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-08-28,"Increased Diuresis, Thiazide Diuretic, Thiazides",16
2023-08-28,"Insulin Analog, Insulin",18
2023-08-28,"Macrolide Antimicrobial, Macrolides",7
2023-08-28,"Penicillin-class Antibacterial, Penicillins",13
2023-08-28,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-08-28,"Thyroxine, l-Thyroxine",9
2023-08-29,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-08-29,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-29,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",8
2023-08-29,"Biguanide, Biguanides",20
2023-08-29,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",3
2023-08-29,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",7
2023-08-29,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",12
2023-08-29,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",6
2023-08-29,"Increased Diuresis at Loop of Henle, Loop Diuretic",4
2023-08-29,"Increased Diuresis, Thiazide Diuretic, Thiazides",11
2023-08-29,"Insulin Analog, Insulin",12
2023-08-29,"Macrolide Antimicrobial, Macrolides",7
2023-08-29,"Penicillin-class Antibacterial, Penicillins",19
2023-08-29,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",11
2023-08-29,"Thyroxine, l-Thyroxine",10
2023-08-30,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",18
2023-08-30,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",11
2023-08-30,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",11
2023-08-30,"Biguanide, Biguanides",10
2023-08-30,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",14
2023-08-30,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",5
2023-08-30,"Cytochrome P450 2C8 Inhibitors, Decreased Platelet Aggregation, P2Y12 Platelet Inhibitor, P2Y12 Receptor Antagonists",14
2023-08-30,"Cytochrome P450 2D6 Inhibitors, Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",9
2023-08-30,"Increased Diuresis at Loop of Henle, Loop Diuretic",7
2023-08-30,"Increased Diuresis, Thiazide Diuretic, Thiazides",17
2023-08-30,"Insulin Analog, Insulin",13
2023-08-30,"Macrolide Antimicrobial, Macrolides",10
2023-08-30,"Penicillin-class Antibacterial, Penicillins",22
2023-08-30,"Serotonin Reuptake Inhibitor, Serotonin Uptake Inhibitors",3
2023-08-30,"Thyroxine, l-Thyroxine",9
2023-08-31,"Adrenergic beta2-Agonists, beta2-Adrenergic Agonist",12
2023-08-31,"Angiotensin Converting Enzyme Inhibitor, Angiotensin-converting Enzyme Inhibitors",13
2023-08-31,"Anti-epileptic Agent, Decreased Central Nervous System Disorganized Electrical Activity",6
2023-08-31,"Biguanide, Biguanides",12
2023-08-31,"Corticosteroid Hormone Receptor Agonists, Corticosteroid",10
2023-08-31,"Cytochrome P450 2C19 Inhibitors, Proton Pump Inhibitor, Proton Pump Inhibitors",14
