DrugID,DrugName,DrugClass
0000-6404-52,GARDASIL,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Papillomavirus Vaccines, Papillomavirus Vaccines, Papillomavirus Vaccines, Papillomavirus Vaccines, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated"
0000-6411-92,GARDASIL 9,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Inactivated Human Papillomavirus Vaccine, Papillomavirus Vaccines, Papillomavirus Vaccines, Papillomavirus Vaccines, Papillomavirus Vaccines, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated"
0492-8158-92,Menactra,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Meningococcal Vaccine, Inactivated Meningococcal Vaccine, Inactivated Meningococcal Vaccine, Inactivated Meningococcal Vaccine, Meningococcal Vaccines, Meningococcal Vaccines, Meningococcal Vaccines, Meningococcal Vaccines, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated"
4374-2111-72,Virus Plus,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Influenza B Virus Vaccine, Influenza Vaccines, Live Human Adenovirus Type 4 Vaccine, Live Human Adenovirus Type 7 Vaccine, Vaccines, Adenovirus, Vaccines, Adenovirus, Vaccines, Inactivated, Vaccines, Live, Unattenuated, Vaccines, Live, Unattenuated"
0492-8186-02,IPOL,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Poliovirus Vaccine, Inactivated Poliovirus Vaccine, Inactivated Poliovirus Vaccine, Poliovirus Vaccines, Poliovirus Vaccines, Poliovirus Vaccines, Vaccines, Inactivated, Vaccines, Inactivated, Vaccines, Inactivated"
0000-6468-12,M-M-R II,"Actively Acquired Immunity, Actively Acquired Immunity, Actively Acquired Immunity, Live Attenuated Measles Virus Vaccine, Live Attenuated Mumps Virus Vaccine, Live Attenuated Rubella Virus Vaccine, Measles Vaccine, Mumps Vaccine, Rubella Vaccine, Vaccines, Attenuated, Vaccines, Attenuated, Vaccines, Attenuated"
6308-3601-72,Viral Immune Stimulator,"Actively Acquired Immunity, Actively Acquired Immunity, Allergens, Cell-mediated Immunity, Dietary Proteins, Inactivated Japanese Encephalitis Virus Vaccine, Increased Histamine Release, Japanese Encephalitis Vaccines, Live Vaccinia Virus Vaccine, Milk Proteins, Non-Standardized Food Allergenic Extract, Smallpox Vaccine, Vaccines, Inactivated, Vaccines, Live, Unattenuated"
6308-3940-92,Childhood Vaccination Nosode Combination,"Actively Acquired Immunity, Actively Acquired Immunity, Antimalarial, Inactivated Poliovirus Vaccine, Live Vaccinia Virus Vaccine, Poliovirus Vaccines, Smallpox Vaccine, Vaccines, Inactivated, Vaccines, Live, Unattenuated"
0492-8122-52,DIPHTHERIA AND TETANUS TOXOIDS ADSORBED,"Actively Acquired Immunity, Actively Acquired Immunity, Diphtheria Toxoid, Inactivated Clostridium Tetani Vaccine, Inactivated Corynebacterium Diphtheriae Vaccine, Tetanus Toxoid, Vaccines, Inactivated, Vaccines, Inactivated"
0135-3313-12,TDVAX,"Actively Acquired Immunity, Actively Acquired Immunity, Diphtheria Toxoid, Inactivated Clostridium Tetani Vaccine, Inactivated Corynebacterium Diphtheriae Vaccine, Tetanus Toxoid, Vaccines, Inactivated, Vaccines, Inactivated"
0492-8121-52,TENIVAC,"Actively Acquired Immunity, Actively Acquired Immunity, Diphtheria Toxoid, Inactivated Clostridium Tetani Vaccine, Inactivated Corynebacterium Diphtheriae Vaccine, Tetanus Toxoid, Vaccines, Inactivated, Vaccines, Inactivated"
6308-3400-62,Hepatitis Nosode,"Actively Acquired Immunity, Actively Acquired Immunity, Hepatitis A Vaccines, Hepatitis B Vaccines, Inactivated Hepatitis A Virus Vaccine, Inactivated Hepatitis B Virus Vaccine, Vaccines, Inactivated, Vaccines, Inactivated"
6308-3402-62,Low Hepatitis Nosode,"Actively Acquired Immunity, Actively Acquired Immunity, Hepatitis A Vaccines, Hepatitis B Vaccines, Inactivated Hepatitis A Virus Vaccine, Inactivated Hepatitis B Virus Vaccine, Vaccines, Inactivated, Vaccines, Inactivated"
6308-3603-22,Childhood Immunization Detox,"Actively Acquired Immunity, Actively Acquired Immunity, Hepatitis A Vaccines, Inactivated Clostridium Tetani Vaccine, Inactivated Hepatitis A Virus Vaccine, Tetanus Toxoid, Vaccines, Inactivated, Vaccines, Inactivated"
6308-3402-32,Low Virus Nosode,"Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Poliovirus Vaccine, Live Vaccinia Virus Vaccine, Poliovirus Vaccines, Smallpox Vaccine, Vaccines, Inactivated, Vaccines, Live, Unattenuated"
6308-3400-32,Virus Nosode,"Actively Acquired Immunity, Actively Acquired Immunity, Inactivated Poliovirus Vaccine, Live Vaccinia Virus Vaccine, Poliovirus Vaccines, Smallpox Vaccine, Vaccines, Inactivated, Vaccines, Live, Unattenuated"
4374-2155-92,Influenza Plus,"Actively Acquired Immunity, Actively Acquired Immunity, Live Human Adenovirus Type 4 Vaccine, Live Human Adenovirus Type 7 Vaccine, Vaccines, Adenovirus, Vaccines, Adenovirus, Vaccines, Live, Unattenuated, Vaccines, Live, Unattenuated"
4374-2202-22,VIR Combination,"Actively Acquired Immunity, Actively Acquired Immunity, Live Human Adenovirus Type 4 Vaccine, Live Human Adenovirus Type 7 Vaccine, Vaccines, Adenovirus, Vaccines, Adenovirus, Vaccines, Live, Unattenuated, Vaccines, Live, Unattenuated"
4374-2203-62,Vir Combination,"Actively Acquired Immunity, Actively Acquired Immunity, Live Human Adenovirus Type 4 Vaccine, Live Human Adenovirus Type 7 Vaccine, Vaccines, Adenovirus, Vaccines, Adenovirus, Vaccines, Live, Unattenuated, Vaccines, Live, Unattenuated"
4374-2141-52,Virus Combination,"Actively Acquired Immunity, Actively Acquired Immunity, Live Human Adenovirus Type 4 Vaccine, Live Human Adenovirus Type 7 Vaccine, Vaccines, Adenovirus, Vaccines, Adenovirus, Vaccines, Live, Unattenuated, Vaccines, Live, Unattenuated"
4374-2111-62,Viracomp,"Actively Acquired Immunity, Allergens, Allergens, Allergens, Cell-mediated Immunity, Cell-mediated Immunity, Cell-mediated Immunity, Dietary Proteins, Dietary Proteins, Inactivated Influenza B Virus Vaccine, Increased Histamine Release, Increased Histamine Release, Increased Histamine Release, Increased IgG Production, Influenza Vaccines, Non-Standardized Food Allergenic Extract, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins, Plant Proteins, Seed Storage Proteins, Vaccines, Inactivated, Vegetable Proteins"
4374-2111-92,ENT Support,"Actively Acquired Immunity, Allergens, Allergens, Allergens, Cell-mediated Immunity, Cell-mediated Immunity, Cell-mediated Immunity, Fungal Proteins, Fungal Proteins, Fungal Proteins, Inactivated Influenza B Virus Vaccine, Increased Histamine Release, Increased Histamine Release, Increased Histamine Release, Increased IgG Production, Increased IgG Production, Increased IgG Production, Influenza Vaccines, Non-Standardized Fungal Allergenic Extract, Non-Standardized Fungal Allergenic Extract, Non-Standardized Fungal Allergenic Extract, Vaccines, Inactivated"
6308-3923-12,Lycopodium Combination,"Actively Acquired Immunity, Allergens, Allergens, Cell-mediated Immunity, Cell-mediated Immunity, Dietary Proteins, Dietary Proteins, Food Additives, Hepatitis A Vaccines, Inactivated Hepatitis A Virus Vaccine, Increased Histamine Release, Increased Histamine Release, Meat Proteins, Non-Standardized Food Allergenic Extract, Non-Standardized Food Allergenic Extract, Non-Standardized Plant Allergenic Extract, Plant Proteins, Seed Storage Proteins, Vaccines, Inactivated"
4491-1048-12,Bio-Immune,"Actively Acquired Immunity, Allergens, Allergens, Cell-mediated Immunity, Cell-mediated Immunity, Fungal Proteins, Fungal Proteins, Increased Histamine Release, Increased Histamine Release, Increased IgG Production, Increased IgG Production, Live Vaccinia Virus Vaccine, Non-Standardized Fungal Allergenic Extract, Non-Standardized Fungal Allergenic Extract, Smallpox Vaccine, Vaccines, Live, Unattenuated"
0646-7821-12,BioThrax,"Actively Acquired Immunity, Anthrax Vaccines, Live Attenuated Bacillus Anthracis Vaccine, Vaccines, Attenuated"
6347-9141-22,N12,"Actively Acquired Immunity, Antigens, Bacterial, Cell-mediated Immunity, Live Vaccinia Virus Vaccine, Skin Test Antigen, Smallpox Vaccine, Tuberculosis Skin Test, Vaccines, Live, Unattenuated"
0005-2060-32,BCG VACCINE,"Actively Acquired Immunity, BCG Vaccine, Increased Immunologically Active Molecule Activity, Increased Macrophage Proliferation, Live Attenuated Bacillus Calmette-Guerin Immunotherapy, Live Attenuated Bacillus Calmette-Guerin Vaccine, Vaccines, Attenuated"
0005-2060-22,TICE BCG,"Actively Acquired Immunity, BCG Vaccine, Increased Immunologically Active Molecule Activity, Increased Macrophage Proliferation, Live Attenuated Bacillus Calmette-Guerin Immunotherapy, Live Attenuated Bacillus Calmette-Guerin Vaccine, Vaccines, Attenuated"
4385-7046-72,Lymph,"Actively Acquired Immunity, Blood Coagulation Factor, Blood Coagulation Factor, Calcium, Calcium, Cations, Divalent, Cations, Divalent, Inactivated Influenza B Virus Vaccine, Increased Coagulation Factor Activity, Increased Coagulation Factor Activity, Influenza Vaccines, Vaccines, Inactivated"
0000-6482-62,VARIVAX,"Actively Acquired Immunity, Chickenpox Vaccine, Herpes Zoster Vaccine, Live Attenuated Herpes Zoster Virus Vaccine, Live Attenuated Varicella Zoster Virus Vaccine, Vaccines, Attenuated"
0000-6496-32,ZOSTAVAX,"Actively Acquired Immunity, Chickenpox Vaccine, Herpes Zoster Vaccine, Live Attenuated Herpes Zoster Virus Vaccine, Live Attenuated Varicella Zoster Virus Vaccine, Vaccines, Attenuated"
4374-2108-82,Immune Support,"Actively Acquired Immunity, Corticosteroid Hormone Receptor Agonists, Corticosteroid, Inactivated Influenza B Virus Vaccine, Influenza Vaccines, Vaccines, Inactivated"
0000-6489-72,PedvaxHIB,"Actively Acquired Immunity, Haemophilus Vaccines, Inactivated Haemophilus Influenzae B Vaccine, Vaccines, Inactivated"
5009-0150-22,HAVRIX,"Actively Acquired Immunity, Hepatitis A Vaccines, Inactivated Hepatitis A Virus Vaccine, Vaccines, Inactivated"
5009-0164-52,TWINRIX,"Actively Acquired Immunity, Hepatitis A Vaccines, Inactivated Hepatitis A Virus Vaccine, Vaccines, Inactivated"
0000-6409-52,VAQTA,"Actively Acquired Immunity, Hepatitis A Vaccines, Inactivated Hepatitis A Virus Vaccine, Vaccines, Inactivated"
0435-2800-32,HEPLISAV-B,"Actively Acquired Immunity, Hepatitis B Vaccines, Inactivated Hepatitis B Virus Vaccine, Vaccines, Inactivated"
0000-6409-32,RECOMBIVAX HB,"Actively Acquired Immunity, Hepatitis B Vaccines, Inactivated Hepatitis B Virus Vaccine, Vaccines, Inactivated"
6308-3925-42,Creosote Combination,"Actively Acquired Immunity, Inactivated Clostridium Tetani Vaccine, Tetanus Toxoid, Vaccines, Inactivated"
6308-3402-42,Low Vaccinosis Nosode,"Actively Acquired Immunity, Inactivated Clostridium Tetani Vaccine, Tetanus Toxoid, Vaccines, Inactivated"
6308-3400-42,Vaccinosis Nosode,"Actively Acquired Immunity, Inactivated Clostridium Tetani Vaccine, Tetanus Toxoid, Vaccines, Inactivated"
6308-3402-02,Bird Flu H5N1 Nosode,"Actively Acquired Immunity, Inactivated Influenza A Virus Vaccine, Influenza Vaccines, Vaccines, Inactivated"
6457-8013-52,Flu-Tone,"Actively Acquired Immunity, Inactivated Influenza B Virus Vaccine, Influenza Vaccines, Vaccines, Inactivated"
4385-7046-82,Influaforce,"Actively Acquired Immunity, Inactivated Influenza B Virus Vaccine, Influenza Vaccines, Vaccines, Inactivated"
4491-1044-42,Influenzinum,"Actively Acquired Immunity, Inactivated Influenza B Virus Vaccine, Influenza Vaccines, Vaccines, Inactivated"
0425-1500-22,IXIARO,"Actively Acquired Immunity, Inactivated Japanese Encephalitis Virus Vaccine, Japanese Encephalitis Vaccines, Vaccines, Inactivated"
0621-9505-12,Ixiaro,"Actively Acquired Immunity, Inactivated Japanese Encephalitis Virus Vaccine, Japanese Encephalitis Vaccines, Vaccines, Inactivated"
6308-3941-42,Pneumonia/Meningitis Nosode Combination,"Actively Acquired Immunity, Inactivated Meningococcal Vaccine, Meningococcal Vaccines, Polysaccharides, Bacterial, Vaccines, Inactivated"
0492-8179-02,Typhim Vi,"Actively Acquired Immunity, Inactivated Salmonella Typhi Vaccine, Polysaccharides, Bacterial, Vaccines, Inactivated, Vaccines, Typhoid"
5009-0229-22,Vivotif,"Actively Acquired Immunity, Live Attenuated Salmonella Typhi Vaccine, Vaccines, Attenuated, Vaccines, Typhoid"
0492-8191-52,YF-VAX,"Actively Acquired Immunity, Live Attenuated Yellow Fever Virus Vaccine, Vaccines, Attenuated, Yellow Fever Vaccine"
4374-2193-22,INFL Combination,"Actively Acquired Immunity, Live Human Adenovirus Type 4 Vaccine, Vaccines, Adenovirus, Vaccines, Live, Unattenuated"
0716-6533-02,ACAM2000,"Actively Acquired Immunity, Live Vaccinia Virus Vaccine, Smallpox Vaccine, Vaccines, Live, Unattenuated"
6308-3923-72,Psorinum Combination,"Actively Acquired Immunity, Live Vaccinia Virus Vaccine, Smallpox Vaccine, Vaccines, Live, Unattenuated"
0022-0804-32,Vaccinotoxinum,"Actively Acquired Immunity, Live Vaccinia Virus Vaccine, Smallpox Vaccine, Vaccines, Live, Unattenuated"
4491-1044-32,Vaccistat,"Actively Acquired Immunity, Live Vaccinia Virus Vaccine, Smallpox Vaccine, Vaccines, Live, Unattenuated"
7499-7000-82,A.M,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0620-4122-02,AAPE Continuous Renewal,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0620-4123-02,AAPE Continuous Renewal Eye,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0620-4121-02,AAPE Continuous Renewal Serum,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
5166-2134-52,ADENOSINE,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0691-5307-02,AN ADC SP F,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
7359-0005-32,AP II NeckCream,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0709-3010-12,AQUATIDE RESURFACE SERUM,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0709-3010-22,AQUATIDE SOOTHING LIFTING MASK,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0817-5801-02,ARILAC Anti Wrinkle Mask Sheet Pack,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0816-4711-02,AROCELL MILKY DROP FINISH AMPOULE,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0605-6531-02,ARTEMES 3R Effect Hyaluronic Ampoule,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0040-4980-92,Adenosine,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
5166-2120-12,"Adenosine Injection, 6mg/2mL (3mg/mL) Vial","Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0734-5602-02,Ambling Plant Probiotics Aqua Role Moisturizing,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0734-5601-02,Ambling Plant Probiotics Balance Ampoule,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-8506-02,BLANC DIVA REBIRTH,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-8507-02,BLANC DIVA REBIRTH SERUM,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0823-9902-02,BOTA C Aqua rejuvenating serum,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0823-9901-02,BOTA C Reset,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0816-4715-02,BOTOKI V MASK,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0815-4001-02,BRING GREEN CARROT VITA DARK SPOT SERUM,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0816-4713-02,BVBLAB SQUALAN SERUM STI CK 70,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-9205-02,BonGin BonCell ECM Boost 195 HA,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-9204-02,BonGin BonCell Rejuvenating Mask Pack,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-9202-02,BonGin Rebalancing GIN,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0824-9201-02,BonGin Revitalizing GIN Water,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5511-02,CELONIA BIO HOME SOLUTION CONCENTRATED SKIN BOOSTER REJUVENATION,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5502-02,CELONIA SIGNATURE BIO,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5501-02,CELONIA SIGNATURE BIO AMPOULE,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5503-02,CELONIA SIGNATURE BIO ESSENCE TONER,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5504-02,CELONIA SIGNATURE BIO EYE,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5506-02,CELONIA SIGNATURE BIO SERUM,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0736-5505-02,CELONIA SIGNATURE BIO SHEET MASK,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0513-4653-72,COLLAGEN DREAM 50 ALL FACE EYE,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
0814-1802-02,COSMEPURE DERMA REVITAL,"Adenosine Receptor Agonist, Adenosine Receptor Agonists"
